class,class_label_en,class_label_it,group,group_label_en,group_label_it,division,division_label_en,division_label_it,section,section_label_en,section_label_it
01.11,"01.11 Growing of cereals, other than rice, leguminous crops and oil seeds","01.11 Coltivazione di cereali, legumi da granella e semi oleosi, escluso il riso",01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.12,01.12 Growing of rice,01.12 Coltivazione di riso,01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.13,"01.13 Growing of vegetables and melons, roots and tubers","01.13 Coltivazione di ortaggi e meloni, radici e tuberi",01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.14,01.14 Growing of sugar cane,01.14 Coltivazione di canna da zucchero,01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.15,01.15 Growing of tobacco,01.15 Coltivazione di tabacco,01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.16,01.16 Growing of fibre crops,01.16 Coltivazione di piante tessili,01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.19,01.19 Growing of other non-perennial crops,01.19 Coltivazione di altre colture agricole non permanenti,01.1,01.1 Growing of non-perennial crops,01.1 Coltivazione di colture agricole non permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.21,01.21 Growing of grapes,01.21 Coltivazione di uva,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.22,01.22 Growing of tropical and subtropical fruits,01.22 Coltivazione di frutta di origine tropicale e subtropicale,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.23,01.23 Growing of citrus fruits,01.23 Coltivazione di agrumi,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.24,01.24 Growing of pome fruits and stone fruits,01.24 Coltivazione di pomacee e frutta a nocciolo,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.25,01.25 Growing of other tree and bush fruits and nuts,"01.25 Coltivazione di altri alberi da frutto, frutti di bosco e frutta in guscio",01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.26,01.26 Growing of oleaginous fruits,01.26 Coltivazione di frutti oleosi,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.27,01.27 Growing of beverage crops,01.27 Coltivazione di piante per la produzione di bevande,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.28,"01.28 Growing of spices, aromatic, drug and pharmaceutical crops","01.28 Coltivazione di spezie, piante aromatiche e farmaceutiche",01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.29,01.29 Growing of other perennial crops,01.29 Coltivazione di altre colture agricole permanenti,01.2,01.2 Growing of perennial crops,01.2 Coltivazione di colture agricole permanenti,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.30,01.30 Plant propagation,01.30 Riproduzione delle piante,01.3,01.3 Plant propagation,01.3 Riproduzione delle piante,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.41,01.41 Raising of dairy cattle,01.41 Allevamento di bovini da latte,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.42,01.42 Raising of other cattle and buffaloes,01.42 Allevamento di altri bovini e bufalini,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.43,01.43 Raising of horses and other equines,01.43 Allevamento di cavalli e altri equini,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.44,01.44 Raising of camels and camelids,01.44 Allevamento di cammelli e camelidi,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.45,01.45 Raising of sheep and goats,01.45 Allevamento di ovini e caprini,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.46,01.46 Raising of swine and pigs,01.46 Allevamento di suini,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.47,01.47 Raising of poultry,01.47 Allevamento di pollame,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.48,01.48 Raising of other animals,01.48 Allevamento di altri animali,01.4,01.4 Animal production,01.4 Allevamento di animali,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.50,01.50 Mixed farming,01.50 Coltivazioni agricole associate all’allevamento di animali: attività mista,01.5,01.5 Mixed farming,01.5 Coltivazioni agricole associate all’allevamento di animali: attività mista,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.61,01.61 Support activities for crop production,01.61 Attività di supporto alla produzione vegetale,01.6,01.6 Support activities to agriculture and post-harvest crop activities,01.6 Attività di supporto all’agricoltura e attività successive alla raccolta,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.62,01.62 Support activities for animal production,01.62 Attività di supporto alla produzione animale,01.6,01.6 Support activities to agriculture and post-harvest crop activities,01.6 Attività di supporto all’agricoltura e attività successive alla raccolta,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.63,01.63 Post-harvest crop activities and seed processing for propagation,01.63 Attività successive alla raccolta e lavorazione delle sementi per la semina,01.6,01.6 Support activities to agriculture and post-harvest crop activities,01.6 Attività di supporto all’agricoltura e attività successive alla raccolta,01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
01.70,"01.70 Hunting, trapping and related service activities","01.70 Caccia, cattura di animali e servizi connessi",01.7,"01.7 Hunting, trapping and related service activities","01.7 Caccia, cattura di animali e servizi connessi",01,"01 Crop and animal production, hunting and related service activities","01 Produzioni vegetali e animali, caccia e servizi connessi",A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
02.10,02.10 Silviculture and other forestry activities,02.10 Silvicoltura e altre attività forestali,02.1,02.1 Silviculture and other forestry activities,02.1 Silvicoltura e altre attività forestali,02,02 Forestry and logging,02 Silvicoltura e utilizzo di aree forestali,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
02.20,02.20 Logging,02.20 Utilizzo di aree forestali,02.2,02.2 Logging,02.2 Utilizzo di aree forestali,02,02 Forestry and logging,02 Silvicoltura e utilizzo di aree forestali,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
02.30,02.30 Gathering of wild growing non-wood products,02.30 Raccolta di prodotti selvatici non legnosi,02.3,02.3 Gathering of wild growing non-wood products,02.3 Raccolta di prodotti selvatici non legnosi,02,02 Forestry and logging,02 Silvicoltura e utilizzo di aree forestali,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
02.40,02.40 Support services to forestry,02.40 Servizi di supporto per la silvicoltura,02.4,02.4 Support services to forestry,02.4 Servizi di supporto per la silvicoltura,02,02 Forestry and logging,02 Silvicoltura e utilizzo di aree forestali,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
03.11,03.11 Marine fishing,03.11 Pesca marina,03.1,03.1 Fishing,03.1 Pesca,03,03 Fishing and aquaculture,03 Pesca e acquacoltura,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
03.12,03.12 Freshwater fishing,03.12 Pesca in acque dolci,03.1,03.1 Fishing,03.1 Pesca,03,03 Fishing and aquaculture,03 Pesca e acquacoltura,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
03.21,03.21 Marine aquaculture,03.21 Acquacoltura marina,03.2,03.2 Aquaculture,03.2 Acquacoltura,03,03 Fishing and aquaculture,03 Pesca e acquacoltura,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
03.22,03.22 Freshwater aquaculture,03.22 Acquacoltura in acque dolci,03.2,03.2 Aquaculture,03.2 Acquacoltura,03,03 Fishing and aquaculture,03 Pesca e acquacoltura,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
03.30,03.30 Support activities for fishing and aquaculture,03.30 Attività di supporto alla pesca e all’acquacoltura,03.3,03.3 Support activities for fishing and aquaculture,03.3 Attività di supporto alla pesca e all’acquacoltura,03,03 Fishing and aquaculture,03 Pesca e acquacoltura,A,"A AGRICULTURE, FORESTRY AND FISHING","A AGRICOLTURA, SILVICOLTURA E PESCA"
05.10,05.10 Mining of hard coal,05.10 Estrazione di antracite,05.1,05.1 Mining of hard coal,05.1 Estrazione di antracite,05,05 Mining of coal and lignite,05 Estrazione di carbone e lignite,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
05.20,05.20 Mining of lignite,05.20 Estrazione di lignite,05.2,05.2 Mining of lignite,05.2 Estrazione di lignite,05,05 Mining of coal and lignite,05 Estrazione di carbone e lignite,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
06.10,06.10 Extraction of crude petroleum,06.10 Estrazione di petrolio greggio,06.1,06.1 Extraction of crude petroleum,06.1 Estrazione di petrolio greggio,06,06 Extraction of crude petroleum and natural gas,06 Estrazione di petrolio greggio e gas naturale,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
06.20,06.20 Extraction of natural gas,06.20 Estrazione di gas naturale,06.2,06.2 Extraction of natural gas,06.2 Estrazione di gas naturale,06,06 Extraction of crude petroleum and natural gas,06 Estrazione di petrolio greggio e gas naturale,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
07.10,07.10 Mining of iron ores,07.10 Estrazione di minerali metalliferi ferrosi,07.1,07.1 Mining of iron ores,07.1 Estrazione di minerali metalliferi ferrosi,07,07 Mining of metal ores,07 Estrazione di minerali metalliferi,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
07.21,07.21 Mining of uranium and thorium ores,07.21 Estrazione di minerali di uranio e torio,07.2,07.2 Mining of non-ferrous metal ores,07.2 Estrazione di minerali metalliferi non ferrosi,07,07 Mining of metal ores,07 Estrazione di minerali metalliferi,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
07.29,07.29 Mining of other non-ferrous metal ores,07.29 Estrazione di altri minerali metalliferi non ferrosi,07.2,07.2 Mining of non-ferrous metal ores,07.2 Estrazione di minerali metalliferi non ferrosi,07,07 Mining of metal ores,07 Estrazione di minerali metalliferi,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.11,"08.11 Quarrying of ornamental stone, limestone, gypsum, slate and other stone","08.11 Estrazione di pietre ornamentali, calcare, pietra di gesso, ardesia e altre pietre",08.1,"08.1 Quarrying of stone, sand and clay","08.1 Estrazione di pietra, sabbia e argilla",08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.12,08.12 Operation of gravel and sand pits and mining of clay and kaolin,"08.12 Estrazione di ghiaia, sabbia, argilla e caolino",08.1,"08.1 Quarrying of stone, sand and clay","08.1 Estrazione di pietra, sabbia e argilla",08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.91,08.91 Mining of chemical and fertiliser minerals,08.91 Estrazione di minerali per l’industria chimica e per la produzione di fertilizzanti,08.9,08.9 Mining and quarrying n.e.c.,08.9 Attività estrattive n.c.a.,08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.92,08.92 Extraction of peat,08.92 Estrazione di torba,08.9,08.9 Mining and quarrying n.e.c.,08.9 Attività estrattive n.c.a.,08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.93,08.93 Extraction of salt,08.93 Estrazione di sale,08.9,08.9 Mining and quarrying n.e.c.,08.9 Attività estrattive n.c.a.,08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
08.99,08.99 Other mining and quarrying n.e.c.,08.99 Altre attività estrattive n.c.a.,08.9,08.9 Mining and quarrying n.e.c.,08.9 Attività estrattive n.c.a.,08,08 Other mining and quarrying,08 Altre attività estrattive,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
09.10,09.10 Support activities for petroleum and natural gas extraction,09.10 Attività di supporto all’estrazione di petrolio e gas naturale,09.1,09.1 Support activities for petroleum and natural gas extraction,09.1 Attività di supporto all’estrazione di petrolio e gas naturale,09,09 Mining support service activities,09 Attività dei servizi di supporto all’estrazione,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
09.90,09.90 Support activities for other mining and quarrying,09.90 Attività di supporto ad altre attività estrattive,09.9,09.9 Support activities for other mining and quarrying,09.9 Attività di supporto ad altre attività estrattive,09,09 Mining support service activities,09 Attività dei servizi di supporto all’estrazione,B,B MINING AND QUARRYING,B ATTIVITÀ ESTRATTIVE
10.11,"10.11 Processing and preserving of meat, except of poultry meat","10.11 Lavorazione e conservazione di carne, esclusa la carne di volatili",10.1,10.1 Processing and preserving of meat and production of meat products,10.1 Lavorazione e conservazione di carne e produzione di prodotti a base di carne,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.12,10.12 Processing and preserving of poultry meat,10.12 Lavorazione e conservazione di carne di volatili,10.1,10.1 Processing and preserving of meat and production of meat products,10.1 Lavorazione e conservazione di carne e produzione di prodotti a base di carne,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.13,10.13 Production of meat and poultry meat products,"10.13 Produzione di prodotti a base di carne, inclusi prodotti a base di carne di volatili",10.1,10.1 Processing and preserving of meat and production of meat products,10.1 Lavorazione e conservazione di carne e produzione di prodotti a base di carne,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.20,"10.20 Processing and preserving of fish, crustaceans and molluscs","10.20 Lavorazione e conservazione di pesce, crostacei e molluschi",10.2,"10.2 Processing and preserving of fish, crustaceans and molluscs","10.2 Lavorazione e conservazione di pesce, crostacei e molluschi",10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.31,10.31 Processing and preserving of potatoes,10.31 Lavorazione e conservazione di patate,10.3,10.3 Processing and preserving of fruit and vegetables,10.3 Lavorazione e conservazione di frutta e ortaggi,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.32,10.32 Manufacture of fruit and vegetable juice,10.32 Produzione di succhi a base di frutta e ortaggi,10.3,10.3 Processing and preserving of fruit and vegetables,10.3 Lavorazione e conservazione di frutta e ortaggi,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.39,10.39 Other processing and preserving of fruit and vegetables,10.39 Altre attività di lavorazione e conservazione di frutta e ortaggi,10.3,10.3 Processing and preserving of fruit and vegetables,10.3 Lavorazione e conservazione di frutta e ortaggi,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.41,10.41 Manufacture of oils and fats,10.41 Produzione di oli e grassi,10.4,10.4 Manufacture of vegetable and animal oils and fats,10.4 Produzione di oli e grassi vegetali e animali,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.42,10.42 Manufacture of margarine and similar edible fats,10.42 Produzione di margarina e di grassi alimentari simili,10.4,10.4 Manufacture of vegetable and animal oils and fats,10.4 Produzione di oli e grassi vegetali e animali,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.51,10.51 Manufacture of dairy products,10.51 Produzione di prodotti lattiero-caseari,10.5,10.5 Manufacture of dairy products and edible ice,10.5 Produzione di prodotti lattiero-caseari e gelati,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.52,10.52 Manufacture of ice cream and other edible ice,10.52 Produzione di gelati,10.5,10.5 Manufacture of dairy products and edible ice,10.5 Produzione di prodotti lattiero-caseari e gelati,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.61,10.61 Manufacture of grain mill products,10.61 Lavorazione di granaglie,10.6,"10.6 Manufacture of grain mill products, starches and starch products","10.6 Lavorazione di granaglie, produzione di amidi e di prodotti amidacei",10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.62,10.62 Manufacture of starches and starch products,10.62 Produzione di amidi e di prodotti amidacei,10.6,"10.6 Manufacture of grain mill products, starches and starch products","10.6 Lavorazione di granaglie, produzione di amidi e di prodotti amidacei",10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.71,10.71 Manufacture of bread; manufacture of fresh pastry goods and cakes,10.71 Produzione di pane; produzione di prodotti di pasticceria freschi,10.7,10.7 Manufacture of bakery and farinaceous products,10.7 Produzione di prodotti da forno e farinacei,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.72,"10.72 Manufacture of rusks, biscuits, preserved pastries and cakes","10.72 Produzione di fette biscottate, biscotti, prodotti di pasticceria conservati",10.7,10.7 Manufacture of bakery and farinaceous products,10.7 Produzione di prodotti da forno e farinacei,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.73,10.73 Manufacture of farinaceous products,10.73 Produzione di prodotti farinacei,10.7,10.7 Manufacture of bakery and farinaceous products,10.7 Produzione di prodotti da forno e farinacei,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.81,10.81 Manufacture of sugar,10.81 Produzione di zucchero,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.82,"10.82 Manufacture of cocoa, chocolate and sugar confectionery","10.82 Produzione di cacao, cioccolato, caramelle e confetterie",10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.83,10.83 Processing of tea and coffee,10.83 Lavorazione di tè e caffè,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.84,10.84 Manufacture of condiments and seasonings,10.84 Produzione di condimenti e spezie,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.85,10.85 Manufacture of prepared meals and dishes,10.85 Produzione di pasti e piatti preparati,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.86,10.86 Manufacture of homogenised food preparations and dietetic food,10.86 Produzione di preparati omogeneizzati e di alimenti dietetici,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.89,10.89 Manufacture of other food products n.e.c.,10.89 Produzione di altri prodotti alimentari n.c.a.,10.8,10.8 Manufacture of other food products,10.8 Produzione di altri prodotti alimentari,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.91,10.91 Manufacture of prepared feeds for farm animals,10.91 Produzione di mangimi per l’alimentazione degli animali da allevamento,10.9,10.9 Manufacture of prepared animal feeds,10.9 Produzione di prodotti per l’alimentazione degli animali,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
10.92,10.92 Manufacture of prepared pet foods,10.92 Produzione di prodotti per l’alimentazione degli animali da compagnia,10.9,10.9 Manufacture of prepared animal feeds,10.9 Produzione di prodotti per l’alimentazione degli animali,10,10 Manufacture of food products,10 Produzione di prodotti alimentari,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.01,"11.01 Distilling, rectifying and blending of spirits","11.01 Distillazione, rettifica e miscelatura di alcolici",11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.02,11.02 Manufacture of wine from grape,11.02 Produzione di vini da uve,11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.03,11.03 Manufacture of cider and other fruit fermented beverages,11.03 Produzione di sidro e di altre bevande fermentate a base di frutta,11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.04,11.04 Manufacture of other non-distilled fermented beverages,11.04 Produzione di altre bevande fermentate non distillate,11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.05,11.05 Manufacture of beer,11.05 Produzione di birra,11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
11.06,11.06 Manufacture of malt,11.06 Produzione di malto,11.0,11.0 Manufacture of beverages,11.0 Produzione di bevande,11,11 Manufacture of beverages,11 Produzione di bevande,C,C MANUFACTURING,C ATTIVITÀ MANIFATTURIERE
